Mod:Item:MetaData, Localized Name
TConstruct:scytheBlade:13, Copper Scythe Head
TConstruct:scytheBlade:14, Bronze Scythe Head
TConstruct:scytheBlade:15, Alumite Scythe Head
TConstruct:scytheBlade:16, Steel Scythe Head
TConstruct:scytheBlade:17, Slime Scythe Head
TConstruct:scytheBlade:18, Pig Iron Scythe Head
TConstruct:broadAxeHead:0, Wooden Broad Axe Head
TConstruct:broadAxeHead:1, Stone Broad Axe Head
TConstruct:broadAxeHead:2, Iron Broad Axe Head
TConstruct:broadAxeHead:3, Flint Broad Axe Head
TConstruct:broadAxeHead:4, Cactus Broad Axe Head
TConstruct:broadAxeHead:5, Bone Broad Axe Head
TConstruct:broadAxeHead:6, Obsidian Broad Axe Head
TConstruct:broadAxeHead:7, Netherrack Broad Axe Head
TConstruct:broadAxeHead:8, Slime Broad Axe Head
TConstruct:broadAxeHead:9, Paper Broad Axe Head
TConstruct:broadAxeHead:10, Cobalt Broad Axe Head
TConstruct:broadAxeHead:11, Ardite Broad Axe Head
TConstruct:broadAxeHead:12, Manyullyn Broad Axe Head
TConstruct:broadAxeHead:13, Copper Broad Axe Head
TConstruct:broadAxeHead:14, Bronze Broad Axe Head
TConstruct:broadAxeHead:15, Alumite Broad Axe Head
TConstruct:broadAxeHead:16, Steel Broad Axe Head
TConstruct:broadAxeHead:17, Slime Broad Axe Head
TConstruct:broadAxeHead:18, Pig Iron Broad Axe Head
TConstruct:excavatorHead:0, Wooden Excavator Head
TConstruct:excavatorHead:1, Stone Excavator Head
TConstruct:excavatorHead:2, Iron Excavator Head
TConstruct:excavatorHead:3, Flint Excavator Head
TConstruct:excavatorHead:4, Cactus Excavator Head
TConstruct:excavatorHead:5, Bone Excavator Head
TConstruct:excavatorHead:6, Obsidian Excavator Head
TConstruct:excavatorHead:7, Netherrack Excavator Head
TConstruct:excavatorHead:8, Slime Excavator Head
TConstruct:excavatorHead:9, Paper Excavator Head
TConstruct:excavatorHead:10, Cobalt Excavator Head
TConstruct:excavatorHead:11, Ardite Excavator Head
TConstruct:excavatorHead:12, Manyullyn Excavator Head
TConstruct:excavatorHead:13, Copper Excavator Head
TConstruct:excavatorHead:14, Bronze Excavator Head
TConstruct:excavatorHead:15, Alumite Excavator Head
TConstruct:excavatorHead:16, Steel Excavator Head
TConstruct:excavatorHead:17, Slime Excavator Head
TConstruct:excavatorHead:18, Pig Iron Excavator Head
TConstruct:largeSwordBlade:0, Wooden Large Sword Blade
TConstruct:largeSwordBlade:1, Stone Large Sword Blade
TConstruct:largeSwordBlade:2, Iron Large Sword Blade
TConstruct:largeSwordBlade:3, Flint Large Sword Blade
TConstruct:largeSwordBlade:4, Cactus Large Sword Blade
TConstruct:largeSwordBlade:5, Bone Large Sword Blade
TConstruct:largeSwordBlade:6, Obsidian Large Sword Blade
TConstruct:largeSwordBlade:7, Netherrack Large Sword Blade
TConstruct:largeSwordBlade:8, Slime Large Sword Blade
TConstruct:largeSwordBlade:9, Paper Large Sword Blade
TConstruct:largeSwordBlade:10, Cobalt Large Sword Blade
TConstruct:largeSwordBlade:11, Ardite Large Sword Blade
TConstruct:largeSwordBlade:12, Manyullyn Large Sword Blade
TConstruct:largeSwordBlade:13, Copper Large Sword Blade
TConstruct:largeSwordBlade:14, Bronze Large Sword Blade
TConstruct:largeSwordBlade:15, Alumite Large Sword Blade
TConstruct:largeSwordBlade:16, Steel Large Sword Blade
TConstruct:largeSwordBlade:17, Slime Large Sword Blade
TConstruct:largeSwordBlade:18, Pig Iron Large Sword Blade
TConstruct:hammerHead:0, Wooden Hammer Head
TConstruct:hammerHead:1, Stone Hammer Head
TConstruct:hammerHead:2, Iron Hammer Head
TConstruct:hammerHead:3, Flint Hammer Head
TConstruct:hammerHead:4, Cactus Hammer Head
TConstruct:hammerHead:5, Bone Hammer Head
TConstruct:hammerHead:6, Obsidian Hammer Head
TConstruct:hammerHead:7, Netherrack Hammer Head
TConstruct:hammerHead:8, Slime Hammer Head
TConstruct:hammerHead:9, Paper Hammer Head
TConstruct:hammerHead:10, Cobalt Hammer Head
TConstruct:hammerHead:11, Ardite Hammer Head
TConstruct:hammerHead:12, Manyullyn Hammer Head
TConstruct:hammerHead:13, Copper Hammer Head
TConstruct:hammerHead:14, Bronze Hammer Head
TConstruct:hammerHead:15, Alumite Hammer Head
TConstruct:hammerHead:16, Steel Hammer Head
TConstruct:hammerHead:17, Slime Hammer Head
TConstruct:hammerHead:18, Pig Iron Hammer Head
TConstruct:creativeModifier, Creative Tool Modifier
TConstruct:buckets:0, Molten Iron Bucket
TConstruct:buckets:1, Molten Gold Bucket
TConstruct:buckets:2, Molten Copper Bucket
TConstruct:buckets:3, Molten Tin Bucket
TConstruct:buckets:4, Molten Aluminum Bucket
TConstruct:buckets:5, Molten Cobalt Bucket
TConstruct:buckets:6, Molten Ardite Bucket
TConstruct:buckets:7, Molten Bronze Bucket
TConstruct:buckets:8, Molten Aluminum Brass Bucket
TConstruct:buckets:9, Molten Manyullyn Bucket
TConstruct:buckets:10, Molten Alumite Bucket
TConstruct:buckets:11, Molten Obsidian Bucket
TConstruct:buckets:12, Molten Steel Bucket
TConstruct:buckets:13, Molten Glass Bucket
TConstruct:buckets:14, Seared Stone Bucket
TConstruct:buckets:15, Liquified Emerald Bucket
TConstruct:buckets:16, Bucket o' Blood
TConstruct:buckets:17, Molten Nickel Bucket
TConstruct:buckets:18, Molten Lead Bucket
TConstruct:buckets:19, Molten Silver Bucket
TConstruct:buckets:20, Molten Shiny Bucket
TConstruct:buckets:21, Molten Invar Bucket
TConstruct:buckets:22, Molten Electrum Bucket
TConstruct:buckets:23, Liquified Ender Bucket
TConstruct:buckets:24, Liquid Slime Bucket
TConstruct:buckets:25, Sticky Glue Bucket
TConstruct:buckets:26, Molten Pig Iron Bucket
TConstruct:buckets:27, Molten Lumium Bucket
TConstruct:buckets:28, Molten Signalum Bucket
TConstruct:buckets:29, Molten Mana Infused Metal Bucket
TConstruct:buckets:30, Molten Enderium Bucket
TConstruct:metalPattern:0, Ingot Cast
TConstruct:metalPattern:1, Tool Rod Cast
TConstruct:metalPattern:2, Pickaxe Head Cast
TConstruct:metalPattern:3, Shovel Head Cast
TConstruct:metalPattern:4, Axe Head Cast
TConstruct:metalPattern:5, Sword Blade Cast
TConstruct:metalPattern:6, Wide Guard Cast
TConstruct:metalPattern:7, Hand Guard Cast
TConstruct:metalPattern:8, Crossbar Cast
TConstruct:metalPattern:9, Tool Binding Cast
TConstruct:metalPattern:10, Pan Cast
TConstruct:metalPattern:11, Wide Board Cast
TConstruct:metalPattern:12, Knife Blade Cast
TConstruct:metalPattern:13, Chisel Head Cast
TConstruct:metalPattern:14, Tough Rod Cast
TConstruct:metalPattern:15, Tough Binding Cast
TConstruct:metalPattern:16, Large Plate Cast
TConstruct:metalPattern:17, Broadaxe Head Cast
TConstruct:metalPattern:18, Scythe Head Cast
TConstruct:metalPattern:19, Excavator Head Cast
TConstruct:metalPattern:20, Large Blade Cast
TConstruct:metalPattern:21, Hammer Head Cast
TConstruct:metalPattern:22, Full Guard Cast
TConstruct:metalPattern:25, Arrowhead Cast
TConstruct:metalPattern:26, Gem Cast
TConstruct:metalPattern:27, Nugget Cast
TConstruct:diamondApple:0, Jeweled Apple
TConstruct:jerky:0, Beef Jerky
TConstruct:jerky:1, Chicken Jerky
TConstruct:jerky:2, Bacon Jerky
TConstruct:jerky:3, Mutton Jerky
TConstruct:jerky:4, Fish Jerky
TConstruct:jerky:5, Monster Jerky
TConstruct:jerky:6, Gelatinous Slime Drop
TConstruct:jerky:7, Coagulated Blood Drop
TConstruct:heartCanister:0, Empty Canister
TConstruct:heartCanister:1, Miniature Red Heart
TConstruct:heartCanister:2, Red Heart Canister
TConstruct:heartCanister:3, Miniature Yellow Heart
TConstruct:heartCanister:4, Yellow Heart Canister
TConstruct:heartCanister:5, Miniature Green Heart
TConstruct:heartCanister:6, Green Heart Canister
TConstruct:knapsack:0, Knapsack
TConstruct:helmetWood, Wooden Helmet
TConstruct:chestplateWood, Wooden Chestplate
TConstruct:leggingsWood, Wooden Leggings
TConstruct:bootsWood, Wooden Boots
TConstruct:travelGoggles, Traveller's Goggles
TConstruct:travelVest, Traveller's Vest
TConstruct:travelWings, Traveller's Wings
TConstruct:travelBoots, Traveller's Boots
TConstruct:travelGlove, Traveller's Gloves
TConstruct:travelBelt, Traveller's Belt
TConstruct:bowstring:0, Bowstring
TConstruct:bowstring:2, Fiery Bowstring
TConstruct:arrowhead:0, Wooden Arrowhead
TConstruct:arrowhead:1, Stone Arrowhead
TConstruct:arrowhead:2, Iron Arrowhead
TConstruct:arrowhead:3, Flint Arrowhead
TConstruct:arrowhead:4, Cactus Arrowhead
TConstruct:arrowhead:5, Bone Arrowhead
TConstruct:arrowhead:6, Obsidian Arrowhead
TConstruct:arrowhead:7, Netherrack Arrowhead
TConstruct:arrowhead:8, Slime Arrowhead
TConstruct:arrowhead:9, Paper Arrowhead
TConstruct:arrowhead:10, Cobalt Arrowhead
TConstruct:arrowhead:11, Ardite Arrowhead
TConstruct:arrowhead:12, Manyullyn Arrowhead
TConstruct:arrowhead:13, Copper Arrowhead
TConstruct:arrowhead:14, Bronze Arrowhead
TConstruct:arrowhead:15, Alumite Arrowhead
TConstruct:arrowhead:16, Steel Arrowhead
TConstruct:arrowhead:17, Slime Arrowhead
TConstruct:arrowhead:18, Pig Iron Arrowhead
TConstruct:fletching:0, Feather Fletching
TConstruct:fletching:1, Leaf Fletching
TConstruct:fletching:2, Slime Fletching
TConstruct:fletching:3, Slime Fletching
TConstruct:fletching:4, Slimeleaf Fletching
TConstruct:ShurikenPart:0, Wooden Shuriken
TConstruct:ShurikenPart:1, Stone Shuriken
TConstruct:ShurikenPart:2, Iron Shuriken
TConstruct:ShurikenPart:3, Flint Shuriken
TConstruct:ShurikenPart:4, Cactus Shuriken
TConstruct:ShurikenPart:5, Bone Shuriken
TConstruct:ShurikenPart:6, Obsidian Shuriken
TConstruct:ShurikenPart:7, Netherrack Shuriken
TConstruct:ShurikenPart:8, Slime Shuriken
TConstruct:ShurikenPart:9, Paper Shuriken
TConstruct:ShurikenPart:10, Cobalt Shuriken
TConstruct:ShurikenPart:11, Ardite Shuriken
TConstruct:ShurikenPart:12, Manyullyn Shuriken
TConstruct:ShurikenPart:13, Copper Shuriken
TConstruct:ShurikenPart:14, Bronze Shuriken
TConstruct:ShurikenPart:15, Alumite Shuriken
TConstruct:ShurikenPart:16, Steel Shuriken
TConstruct:ShurikenPart:17, Slime Shuriken
TConstruct:ShurikenPart:18, Pig Iron Shuriken
TConstruct:BowLimbPart:0, Wooden Bow Limb
TConstruct:BowLimbPart:1, Stone Bow Limb
TConstruct:BowLimbPart:2, Iron Bow Limb
TConstruct:BowLimbPart:3, Flint Bow Limb
TConstruct:BowLimbPart:4, Cactus Bow Limb
TConstruct:BowLimbPart:5, Bone Bow Limb
TConstruct:BowLimbPart:6, Obsidian Bow Limb
TConstruct:BowLimbPart:7, Netherrack Bow Limb
TConstruct:BowLimbPart:8, Slime Bow Limb
TConstruct:BowLimbPart:9, Paper Bow Limb
TConstruct:BowLimbPart:10, Cobalt Bow Limb
TConstruct:BowLimbPart:11, Ardite Bow Limb
TConstruct:BowLimbPart:12, Manyullyn Bow Limb
TConstruct:BowLimbPart:13, Copper Bow Limb
TConstruct:BowLimbPart:14, Bronze Bow Limb
TConstruct:BowLimbPart:15, Alumite Bow Limb
TConstruct:BowLimbPart:16, Steel Bow Limb
TConstruct:BowLimbPart:17, Slime Bow Limb
TConstruct:BowLimbPart:18, Pig Iron Bow Limb
TConstruct:CrossbowLimbPart:0, Wooden Crossbow Limb
TConstruct:CrossbowLimbPart:1, Stone Crossbow Limb
TConstruct:CrossbowLimbPart:2, Iron Crossbow Limb
TConstruct:CrossbowLimbPart:3, Flint Crossbow Limb
TConstruct:CrossbowLimbPart:4, Cactus Crossbow Limb
TConstruct:CrossbowLimbPart:5, Bone Crossbow Limb
TConstruct:CrossbowLimbPart:6, Obsidian Crossbow Limb
TConstruct:CrossbowLimbPart:7, Netherrack Crossbow Limb
TConstruct:CrossbowLimbPart:8, Slime Crossbow Limb
TConstruct:CrossbowLimbPart:9, Paper Crossbow Limb
TConstruct:CrossbowLimbPart:10, Cobalt Crossbow Limb
TConstruct:CrossbowLimbPart:11, Ardite Crossbow Limb
TConstruct:CrossbowLimbPart:12, Manyullyn Crossbow Limb
TConstruct:CrossbowLimbPart:13, Copper Crossbow Limb
TConstruct:CrossbowLimbPart:14, Bronze Crossbow Limb
TConstruct:CrossbowLimbPart:15, Alumite Crossbow Limb
TConstruct:CrossbowLimbPart:16, Steel Crossbow Limb
TConstruct:CrossbowLimbPart:17, Slime Crossbow Limb
TConstruct:CrossbowLimbPart:18, Pig Iron Crossbow Limb
TConstruct:CrossbowBodyPart:0, Wooden Crossbow Body
TConstruct:CrossbowBodyPart:1, Stone Crossbow Body
TConstruct:CrossbowBodyPart:2, Iron Crossbow Body
TConstruct:CrossbowBodyPart:3, Flint Crossbow Body
TConstruct:CrossbowBodyPart:4, Cactus Crossbow Body
TConstruct:CrossbowBodyPart:5, Bone Crossbow Body
TConstruct:CrossbowBodyPart:6, Obsidian Crossbow Body
TConstruct:CrossbowBodyPart:7, Netherrack Crossbow Body
TConstruct:CrossbowBodyPart:8, Slime Crossbow Body
TConstruct:CrossbowBodyPart:9, Paper Crossbow Body
TConstruct:CrossbowBodyPart:10, Cobalt Crossbow Body
TConstruct:CrossbowBodyPart:11, Ardite Crossbow Body
TConstruct:CrossbowBodyPart:12, Manyullyn Crossbow Body
TConstruct:CrossbowBodyPart:13, Copper Crossbow Body
TConstruct:CrossbowBodyPart:14, Bronze Crossbow Body
TConstruct:CrossbowBodyPart:15, Alumite Crossbow Body
TConstruct:CrossbowBodyPart:16, Steel Crossbow Body
TConstruct:CrossbowBodyPart:17, Slime Crossbow Body
TConstruct:CrossbowBodyPart:18, Pig Iron Crossbow Body
TConstruct:BoltPart:0, Wooden Bolt
TConstruct:BoltPart:1, Stone Bolt
TConstruct:BoltPart:2, Iron Bolt
TConstruct:BoltPart:3, Flint Bolt
TConstruct:BoltPart:4, Cactus Bolt
TConstruct:BoltPart:5, Bone Bolt
TConstruct:BoltPart:6, Obsidian Bolt
TConstruct:BoltPart:134, Bloodwood Bolt
TConstruct:BoltPart:7, Netherrack Bolt
TConstruct:BoltPart:135, Darkwood Bolt
TConstruct:BoltPart:8, Slime Bolt
TConstruct:BoltPart:136, Fusewood Bolt
TConstruct:BoltPart:9, Paper Bolt
TConstruct:BoltPart:137, Ghostwood Bolt
TConstruct:BoltPart:10, Cobalt Bolt
TConstruct:BoltPart:138, Nether Quartz Bolt
TConstruct:BoltPart:11, Ardite Bolt
TConstruct:BoltPart:12, Manyullyn Bolt
TConstruct:BoltPart:13, Copper Bolt
TConstruct:BoltPart:141, Pokefennium Bolt
TConstruct:BoltPart:14, Bronze Bolt
TConstruct:BoltPart:142, Fairy Bolt
TConstruct:BoltPart:15, Alumite Bolt
TConstruct:BoltPart:143, Certus Quartz Bolt
TConstruct:BoltPart:16, Steel Bolt
TConstruct:BoltPart:144, Ender Amethyst Bolt
TConstruct:BoltPart:17, Slime Bolt
TConstruct:BoltPart:18, Pig Iron Bolt
TConstruct:BoltPart:148, Desh Bolt
TConstruct:BoltPart:160, Fiery Bolt
TConstruct:BoltPart:161, Ironwood Bolt
TConstruct:BoltPart:162, KnightMetal Bolt
TConstruct:BoltPart:163, Steelleaf Bolt
TConstruct:BoltPart:164, Amethyst Bolt
TConstruct:BoltPart:165, Peridot Bolt
TConstruct:BoltPart:166, Ruby Bolt
TConstruct:BoltPart:167, Sapphire Bolt
TConstruct:BoltPart:171, Dark Steel Bolt
TConstruct:BoltPart:172, Void Metal Bolt
TConstruct:BoltPart:173, RedAurum Bolt
TConstruct:BoltPart:180, Glue Bolt
TConstruct:BoltPart:181, Yellorium Bolt
TConstruct:BoltPart:182, Cyanite Bolt
TConstruct:BoltPart:183, Blutonium Bolt
TConstruct:BoltPart:184, Ludicrite Bolt
TConstruct:BoltPart:185, Bedrockium Bolt
TConstruct:BoltPart:186, Tear Jerker Bolt
TConstruct:BoltPart:189, Enderium Bolt
TConstruct:BoltPart:190, Signalum Bolt
TConstruct:BoltPart:191, Lumium Bolt
TConstruct:BoltPart:126, Mithril Bolt
TConstruct:Shuriken, item.InfiTool.name
TConstruct:ThrowingKnife, item.InfiTool.name
TConstruct:Javelin, item.InfiTool.name
TConstruct:ShortBow, item.InfiTool.name
TConstruct:LongBow, item.InfiTool.name
TConstruct:Crossbow, item.InfiTool.name
TConstruct:ArrowAmmo, item.InfiTool.name
TConstruct:BoltAmmo, item.InfiTool.name
TConstruct:Pattern:0, Shuriken Pattern
TConstruct:Pattern:1, Crossbow Limb Pattern
TConstruct:Pattern:2, Crossbow Body Pattern
TConstruct:Pattern:3, Bow Limb Pattern
TConstruct:Cast:0, Shuriken Cast
TConstruct:Cast:1, Crossbow Limb Cast
TConstruct:Cast:2, Crossbow Body Cast
TConstruct:Cast:3, Bow Limb Cast
TConstruct:GlassArrows, item.tconstruct.glassArrows.name
TConstruct:Boneana, Broadsword
TConstruct:gearCast, Gear Cast
ExtraTiC:funStuffIngot:0, Fairy Ingot
ExtraTiC:funStuffIngot:1, Pokefennium Ingot
ExtraTiC:funStuffIngot:2, RedAurum Ingot
ExtraTiC:drulloyIngot:0, Drulloy Ingot
ExtraTiC:arrowhead:134, Bloodwood Arrowhead
ExtraTiC:arrowhead:135, Darkwood Arrowhead
ExtraTiC:arrowhead:136, Fusewood Arrowhead
ExtraTiC:arrowhead:137, Ghostwood Arrowhead
ExtraTiC:arrowhead:138, Nether Quartz Arrowhead
ExtraTiC:arrowhead:141, Pokefennium Arrowhead
ExtraTiC:arrowhead:142, Fairy Arrowhead
ExtraTiC:arrowhead:143, Certus Quartz Arrowhead
ExtraTiC:arrowhead:144, Ender Amethyst Arrowhead
ExtraTiC:arrowhead:148, Desh Arrowhead
ExtraTiC:arrowhead:160, Fiery Arrowhead
ExtraTiC:arrowhead:161, Ironwood Arrowhead
ExtraTiC:arrowhead:162, KnightMetal Arrowhead
ExtraTiC:arrowhead:163, Steelleaf Arrowhead
ExtraTiC:arrowhead:164, Amethyst Arrowhead
ExtraTiC:arrowhead:165, Peridot Arrowhead
ExtraTiC:arrowhead:166, Ruby Arrowhead
ExtraTiC:arrowhead:167, Sapphire Arrowhead
ExtraTiC:arrowhead:171, Dark Steel Arrowhead
ExtraTiC:arrowhead:172, Void Metal Arrowhead
ExtraTiC:arrowhead:173, RedAurum Arrowhead
ExtraTiC:arrowhead:180, Glue Arrowhead
ExtraTiC:arrowhead:181, Yellorium Arrowhead
ExtraTiC:arrowhead:182, Cyanite Arrowhead
ExtraTiC:arrowhead:183, Blutonium Arrowhead
ExtraTiC:arrowhead:184, Ludicrite Arrowhead
ExtraTiC:arrowhead:185, Bedrockium Arrowhead
ExtraTiC:arrowhead:186, Tear Jerker Arrowhead
ExtraTiC:arrowhead:189, Enderium Arrowhead
ExtraTiC:arrowhead:126, Mithril Arrowhead
ExtraTiC:arrowhead:190, Signalum Arrowhead
ExtraTiC:arrowhead:191, Lumium Arrowhead
ExtraTiC:axeHead:134, Bloodwood Axe Head
ExtraTiC:axeHead:135, Darkwood Axe Head
ExtraTiC:axeHead:136, Fusewood Axe Head
ExtraTiC:axeHead:137, Ghostwood Axe Head
ExtraTiC:axeHead:138, Nether Quartz Axe Head
ExtraTiC:axeHead:141, Pokefennium Axe Head
ExtraTiC:axeHead:142, Fairy Axe Head
ExtraTiC:axeHead:143, Certus Quartz Axe Head
ExtraTiC:axeHead:144, Ender Amethyst Axe Head
ExtraTiC:axeHead:148, Desh Axe Head
ExtraTiC:axeHead:160, Fiery Axe Head
ExtraTiC:axeHead:161, Ironwood Axe Head
ExtraTiC:axeHead:162, KnightMetal Axe Head
ExtraTiC:axeHead:163, Steelleaf Axe Head
ExtraTiC:axeHead:164, Amethyst Axe Head
ExtraTiC:axeHead:165, Peridot Axe Head
ExtraTiC:axeHead:166, Ruby Axe Head
ExtraTiC:axeHead:167, Sapphire Axe Head
ExtraTiC:axeHead:171, Dark Steel Axe Head
ExtraTiC:axeHead:172, Void Metal Axe Head
ExtraTiC:axeHead:173, RedAurum Axe Head
ExtraTiC:axeHead:180, Glue Axe Head
ExtraTiC:axeHead:181, Yellorium Axe Head
ExtraTiC:axeHead:182, Cyanite Axe Head
ExtraTiC:axeHead:183, Blutonium Axe Head
ExtraTiC:axeHead:184, Ludicrite Axe Head
ExtraTiC:axeHead:185, Bedrockium Axe Head
ExtraTiC:axeHead:186, Tear Jerker Axe Head
ExtraTiC:axeHead:189, Enderium Axe Head
ExtraTiC:axeHead:126, Mithril Axe Head
ExtraTiC:axeHead:190, Signalum Axe Head
ExtraTiC:axeHead:191, Lumium Axe Head
ExtraTiC:battelSign:134, Bloodwood Battle Sign
ExtraTiC:battelSign:135, Darkwood Battle Sign
ExtraTiC:battelSign:136, Fusewood Battle Sign
ExtraTiC:battelSign:137, Ghostwood Battle Sign
ExtraTiC:battelSign:138, Nether Quartz Battle Sign
ExtraTiC:battelSign:141, Pokefennium Battle Sign
ExtraTiC:battelSign:142, Fairy Battle Sign
ExtraTiC:battelSign:143, Certus Quartz Battle Sign
ExtraTiC:battelSign:144, Ender Amethyst Battle Sign
ExtraTiC:battelSign:148, Desh Battle Sign
ExtraTiC:battelSign:160, Fiery Battle Sign
ExtraTiC:battelSign:161, Ironwood Battle Sign
ExtraTiC:battelSign:162, KnightMetal Battle Sign
ExtraTiC:battelSign:163, Steelleaf Battle Sign
ExtraTiC:battelSign:164, Amethyst Battle Sign
ExtraTiC:battelSign:165, Peridot Battle Sign
ExtraTiC:battelSign:166, Ruby Battle Sign
ExtraTiC:battelSign:167, Sapphire Battle Sign
ExtraTiC:battelSign:171, Dark Steel Battle Sign
ExtraTiC:battelSign:172, Void Metal Battle Sign
ExtraTiC:battelSign:173, RedAurum Battle Sign
ExtraTiC:battelSign:180, Glue Battle Sign
ExtraTiC:battelSign:181, Yellorium Battle Sign
ExtraTiC:battelSign:182, Cyanite Battle Sign
ExtraTiC:battelSign:183, Blutonium Battle Sign
ExtraTiC:battelSign:184, Ludicrite Battle Sign
ExtraTiC:battelSign:185, Bedrockium Battle Sign
ExtraTiC:battelSign:186, Tear Jerker Battle Sign
ExtraTiC:battelSign:189, Enderium Battle Sign
ExtraTiC:battelSign:126, Mithril Battle Sign
ExtraTiC:battelSign:190, Signalum Battle Sign
ExtraTiC:battelSign:191, Lumium Battle Sign
ExtraTiC:binding:134, Bloodwood Binding
ExtraTiC:binding:135, Darkwood Binding
ExtraTiC:binding:136, Fusewood Binding
ExtraTiC:binding:137, Ghostwood Binding
ExtraTiC:binding:138, Nether Quartz Binding
ExtraTiC:binding:141, Pokefennium Binding
ExtraTiC:binding:142, Fairy Binding
ExtraTiC:binding:143, Certus Quartz Binding
ExtraTiC:binding:144, Ender Amethyst Binding
ExtraTiC:binding:148, Desh Binding
ExtraTiC:binding:160, Fiery Binding
ExtraTiC:binding:161, Ironwood Binding
ExtraTiC:binding:162, KnightMetal Binding
ExtraTiC:binding:163, Steelleaf Binding
ExtraTiC:binding:164, Amethyst Binding
